,iso_merged,SHAPE_Leng,SHAPE_Area
432,MW,22.9074172565,9.8843820731
433,MX,0.771524440736,0.044286480977
434,MX,1.25827715282,0.0945872062224
435,MX,1.30177818696,0.0898906056174
436,MX,0.86693284511,0.0466468545646
437,MX,1.16110064615,0.0859924810047
438,MX,1.08816524896,0.075282984366
439,MX,1.91666849469,0.173784881677
440,MX,127.261816711,178.72887316
441,MY,0.773232843166,0.00631978618868
442,MY,0.00105775147075,1.98046407935e-10
443,MY,0.00107003374931,1.73601064203e-10
444,MY,0.00108928092229,1.48631328266e-10
445,MY,0.00112070468211,1.24168994323e-10
446,MY,0.00117621538529,9.87750355211e-11
447,MY,0.00130937444781,7.39984919895e-11
448,MY,0.00196113559406,5.66357585422e-11
449,MY,0.737280897381,0.0387782245304
450,MY,0.00069083885139,1.29712303119e-10
451,MY,0.000816494856146,2.4484875538e-10
452,MY,0.000842491833037,2.82504009313e-10
453,MY,0.0104987456837,3.8819429148e-07
454,MY,0.000554159611794,2.39410977442e-10
455,MY,0.000550381291195,2.35109374353e-10
456,MY,0.000690256374834,4.446588417e-10
457,MY,1.08552270546,0.0782968768929
458,MY,18.9774232829,11.3217462668
459,MY,35.0764685551,16.9401786606
460,MY,1.60381578649,0.115810973628
461,MZ,0.000673950187929,8.97029940739e-11
462,MZ,0.000808281592834,2.04336639882e-10
463,MZ,0.000866094896922,3.11529364765e-10
464,MZ,0.85856044905,0.0453334007079
465,MZ,63.0273123204,68.1692657944
466,NA,0.000855855668465,1.93356290742e-10
467,NA,0.00079914272994,1.24364752802e-10
468,NA,0.00066673866832,5.361035155e-11
469,NA,48.870291531,72.95793308
470,NC,0.725952642483,0.0401397733376
471,NC,1.28615361164,0.111544159873
472,NC,2.01043617255,0.194549176828
473,NC,1.18038908977,0.0615813799268
474,NC,8.61486015134,1.84678048797
475,NE,50.8036372193,100.637811382
476,NF,0.563042058829,0.0242782857323
477,NG,41.6977507165,75.3699716809
478,NI,17.614504466,11.0879799863
479,NL,1.24829155295,0.065509034257
480,NL,15.1833147666,5.28404382423
481,NP,23.5332666668,13.5337204543
482,NR,0.456941497757,0.0164157145284
483,NZ,0.744396966266,0.0413152313259
484,NZ,2.58461560852,0.338920269863
485,NZ,26.5940250743,18.5243645974
486,NZ,1.08555521351,0.0831044789072
487,NZ,28.75594838,13.5312193019
488,OM,0.000455903452287,2.29476061915e-10
489,OM,0.000567163817652,3.89716761458e-10
490,OM,0.000484443876413,2.66789003674e-10
491,OM,1.6101027262,0.126753032185
492,OM,28.6920814663,27.2926770433
493,OM,2.41605661315,0.225231864146
494,PA,1.24652885664,0.089867531678
495,PA,0.83399396519,0.052764441477
496,PA,22.9148677678,6.82799231856
497,PE,0.00105198686132,3.72150053827e-10
498,PE,0.00106547887112,3.31840785745e-10
499,PE,0.00108499219489,2.8883439111e-10
500,PE,0.00111520336414,2.43629646104e-10
501,PE,0.00117071379213,1.96340493449e-10
502,PE,0.0013007761811,1.49217029648e-10
503,PE,0.00195001735162,1.14390754611e-10
504,PE,68.442719521,107.491055075
505,PG,1.73019873245,0.135513174507
506,PG,0.994185684537,0.0631237322781
507,PG,1.01413796835,0.0555154662627
508,PG,4.18437411293,0.443845887489
509,PG,1.51992208602,0.131374926518
510,PG,1.25788359307,0.0696463843724
511,PG,1.35128718443,0.123448567787
512,PG,4.48883737142,0.913322097837
513,PG,1.05046043525,0.0833826968727
514,PG,1.30169091381,0.109197767473
515,PG,0.928133036464,0.0663971625214
516,PG,13.5216308224,3.51264705986
517,PG,0.779438122444,0.0447885172082
518,PG,0.842532979185,0.0413025441036
519,PG,41.9127272666,34.3075508899
520,PG,7.53667357395,0.907340753998
521,PG,1.61143442146,0.174171612821
522,PG,2.50337209871,0.277600684458
523,PG,1.05341352758,0.077365194844
524,PH,1.53453892391,0.11473967934
525,PH,1.64686239524,0.141846552638
526,PH,0.721551317635,0.0362844611507
527,PH,1.53387170105,0.162338126537
528,PH,0.969329706231,0.0667128923056
529,PH,1.00488827123,0.0692509176502
530,PH,2.55676786241,0.435078646656
531,PH,27.5808788509,9.25905944386
532,PH,0.736098878197,0.0392805100177
533,PH,10.0106872103,1.89408421132
534,PH,10.6178833688,1.50174656393
535,PH,0.760747340274,0.0437751669117
536,PH,6.18353908387,1.30342984644
537,PH,2.45713339393,0.241774928457
538,PH,1.0991405982,0.0843307544325
539,PH,11.8288365218,2.24078917136
540,PH,4.36148193895,0.510375464753
541,PH,1.60319756667,0.133789407797
542,PH,1.61205519163,0.10805377555
543,PH,4.5296846553,1.02675610005
544,PH,1.34385416276,0.136011253777
545,PH,0.901383836736,0.0528061585388
546,PH,2.12595947664,0.156324903289
547,PH,29.9603102434,10.4644004664
548,PH,0.819025520722,0.0482088040393
549,PH,0.813268591661,0.0489792550659
550,PK,69.5175812046,82.5242637276
551,PL,34.2292150998,41.4973485391
552,PR,0.888728302798,0.0479189734384
553,PR,4.37334228796,0.961289107484
554,PS,1.27777933657,0.0538174592208
555,PS,3.70134946568,0.559709814293
556,PT,1.56116988262,0.140970234797
557,PT,18.3684307493,9.74797009883
558,PW,1.33222548363,0.0872313417362
559,PY,30.8918839035,35.2087385111
560,QA,4.65243091551,1.17789354528
561,RO,27.8411496818,27.6806676194
562,RS,19.4849922935,9.89661076743
563,RW,7.15985445421,2.0433824018
564,SA,1.8523338822,0.150660606164
565,SA,65.1926159878,172.434901552
566,SB,0.770701511578,0.0440294628116
567,SB,1.74529067641,0.128991878537
568,SB,1.27202545233,0.0981239340717
569,SB,3.14120965313,0.393527755864
570,SB,3.39986176067,0.594789128868
571,SB,1.16785666275,0.0783400291992
572,SB,0.714697819122,0.0388779664247
573,SB,4.29023726532,0.561530154353
574,SB,0.865115521172,0.047904119668
575,SB,6.05594885583,0.591070755186
576,SB,1.32494313517,0.112335595885
577,SB,4.39496557101,0.544163118628
578,SB,0.838445319949,0.0517735173926
579,SB,3.21621500441,0.373368340131
580,SC,1.03393688409,0.0514283370922
581,SC,0.890119469323,0.0536355063602
582,SD,1.86331263017e-05,1.34124085575e-13
583,SD,0.00094776692796,6.30892580214e-10
