,filename,Source,Location_I,City,State,Country,Latitude,Longitude,Time_Zone,Elevation
730,USA CA Santa Monica Muni (TMY3).csv,TMY3,722885,Santa Monica Muni,CA,USA,34.017,-118.45,-8,53
731,USA MI Menominee (awos) (TMY3).csv,TMY3,726487,Menominee (awos),MI,USA,45.133,-87.633,-6,191
732,USA NC Pitt Greenville Arp (TMY3).csv,TMY3,723065,Pitt Greenville Arp,NC,USA,35.633,-77.4,-5,8
733,USA HI Kona Intl At Keahol (TMY3).csv,TMY3,911975,Kona Intl At Keahol,HI,USA,19.733,-156.05,-10,15
734,USA OK Lawton Municipal (TMY3).csv,TMY3,723575,Lawton Municipal,OK,USA,34.567,-98.417,-6,338
735,USA LA Alexandria Esler Regional Ap (TMY3).csv,TMY3,722487,Alexandria Esler Regional Ap,LA,USA,31.4,-92.3,-6,34
736,USA MA New Bedford Rgnl (TMY3).csv,TMY3,725065,New Bedford Rgnl,MA,USA,41.667,-70.95,-5,25
737,USA CA Blue Canyon Ap (TMY3).csv,TMY3,725845,Blue Canyon Ap,CA,USA,39.3,-120.717,-8,1609
738,USA CA Livermore Municipal (TMY3).csv,TMY3,724927,Livermore Municipal,CA,USA,37.7,-121.817,-8,121
739,USA CA Oakland Metropolitan Arpt (TMY3).csv,TMY3,724930,Oakland Metropolitan Arpt,CA,USA,37.717,-122.217,-8,2
740,USA TX Dallas Redbird Arpt (TMY3).csv,TMY3,722599,Dallas Redbird Arpt,TX,USA,32.683,-96.867,-6,201
741,USA MI Chippewa Co Intl (TMY3).csv,TMY3,727344,Chippewa Co Intl,MI,USA,46.25,-84.467,-5,250
742,USA MN Austin Muni (TMY3).csv,TMY3,727566,Austin Muni,MN,USA,43.667,-92.933,-6,375
743,USA MO Vichy Rolla Natl Arpt (TMY3).csv,TMY3,724456,Vichy Rolla Natl Arpt,MO,USA,38.133,-91.767,-6,336
744,USA OK Ponca City Municipal Ap [sgp - Arm] (TMY3).csv,TMY3,723546,Ponca City Municipal Ap [sgp - Arm],OK,USA,36.61,-97.49,-6,318
745,USA IA Atlantic (TMY3).csv,TMY3,725453,Atlantic,IA,USA,41.4,-95.05,-6,360
746,USA LA Barksdale Afb (TMY3).csv,TMY3,722485,Barksdale Afb,LA,USA,32.5,-93.667,-6,54
747,USA FL Pensacola Forest Sherman Nas (TMY3).csv,TMY3,722225,Pensacola Forest Sherman Nas,FL,USA,30.35,-87.317,-6,10
748,USA CA Sandberg (TMY3).csv,TMY3,723830,Sandberg,CA,USA,34.75,-118.717,-8,1377
749,USA NC Wilmington International Arpt (TMY3).csv,TMY3,723013,Wilmington International Arpt,NC,USA,34.267,-77.9,-5,9
750,USA UT Salt Lake City Int'l Arpt [isis] (TMY3).csv,TMY3,725720,Salt Lake City Int'l Arpt [isis],UT,USA,40.77,-111.97,-7,1288
751,USA MN Fairmont Muni(awos) (TMY3).csv,TMY3,726586,Fairmont Muni(awos),MN,USA,43.65,-94.417,-6,354
752,USA MN Duluth International Arpt (TMY3).csv,TMY3,727450,Duluth International Arpt,MN,USA,46.833,-92.217,-6,433
753,USA CT Danbury Municipal (TMY3).csv,TMY3,725086,Danbury Municipal,CT,USA,41.367,-73.483,-5,139
754,USA OH Findlay Airport (TMY3).csv,TMY3,725366,Findlay Airport,OH,USA,41.017,-83.667,-5,244
755,USA GA Albany Dougherty County Ap (TMY3).csv,TMY3,722160,Albany Dougherty County Ap,GA,USA,31.533,-84.183,-5,58
756,USA SD Watertown Municipal Ap (TMY3).csv,TMY3,726546,Watertown Municipal Ap,SD,USA,44.933,-97.15,-6,532
757,USA WA Moses Lake Grant County Ap (TMY3).csv,TMY3,727827,Moses Lake Grant County Ap,WA,USA,47.2,-119.317,-8,364
758,USA AZ Safford (amos) (TMY3).csv,TMY3,722747,Safford (amos),AZ,USA,32.817,-109.683,-7,950
759,USA CO Gunnison Co. (awos) (TMY3).csv,TMY3,724677,Gunnison Co. (awos),CO,USA,38.533,-106.933,-7,2339
760,USA FL Miami Kendall-tamia (TMY3).csv,TMY3,722029,Miami Kendall-tamia,FL,USA,25.65,-80.433,-5,3
761,USA MN Faribault Muni Awos (TMY3).csv,TMY3,726563,Faribault Muni Awos,MN,USA,44.333,-93.317,-6,322
762,USA CA Montague Siskiyou County Ap (TMY3).csv,TMY3,725955,Montague Siskiyou County Ap,CA,USA,41.783,-122.467,-8,803
763,USA AL Troy Af (TMY3).csv,TMY3,722267,Troy Af,AL,USA,31.867,-86.017,-6,120
764,USA VA Wise Lonesome Pine (TMY3).csv,TMY3,724117,Wise Lonesome Pine,VA,USA,36.983,-82.533,-5,817
765,USA AL Auburn-opelika Apt (TMY3).csv,TMY3,722284,Auburn-opelika Apt,AL,USA,32.616,-85.433,-6,236
766,USA MI Ann Arbor Municipal (TMY3).csv,TMY3,725374,Ann Arbor Municipal,MI,USA,42.217,-83.75,-5,256
767,USA MI Houghton Lake Roscommon Co Ar (TMY3).csv,TMY3,726380,Houghton Lake Roscommon Co Ar,MI,USA,44.367,-84.683,-5,351
768,USA IA Cedar Rapids Municipal Ap (TMY3).csv,TMY3,725450,Cedar Rapids Municipal Ap,IA,USA,41.883,-91.717,-6,256
769,USA PA Willow Grove Nas (TMY3).csv,TMY3,724086,Willow Grove Nas,PA,USA,40.2,-75.15,-5,102
770,USA AL Mobile Regional Ap (TMY3).csv,TMY3,722230,Mobile Regional Ap,AL,USA,30.683,-88.25,-6,66
771,USA SD Aberdeen Regional Arpt (TMY3).csv,TMY3,726590,Aberdeen Regional Arpt,SD,USA,45.45,-98.417,-6,398
772,USA NM Albuquerque Intl Arpt [isis] (TMY3).csv,TMY3,723650,Albuquerque Intl Arpt [isis],NM,USA,35.04,-106.62,-7,1619
773,USA MT Livingston Mission Field (TMY3).csv,TMY3,726798,Livingston Mission Field,MT,USA,45.7,-110.45,-7,1418
774,USA MI Oscoda Wurtsmith Afb (TMY3).csv,TMY3,726395,Oscoda Wurtsmith Afb,MI,USA,44.45,-83.4,-5,188
775,USA NC Fort Bragg Simmons Aaf (TMY3).csv,TMY3,746930,Fort Bragg Simmons Aaf,NC,USA,35.133,-78.933,-5,93
776,USA ND Minot Afb (TMY3).csv,TMY3,727675,Minot Afb,ND,USA,48.417,-101.35,-6,497
777,USA WA Walla Walla City County Ap (TMY3).csv,TMY3,727846,Walla Walla City County Ap,WA,USA,46.1,-118.283,-8,355
778,USA ME Millinocket Municipal Ap (TMY3).csv,TMY3,726196,Millinocket Municipal Ap,ME,USA,45.65,-68.683,-5,124
779,USA SD Ellsworth Afb (TMY3).csv,TMY3,726625,Ellsworth Afb,SD,USA,44.15,-103.1,-7,980
780,USA NY New York Laguardia Arpt (TMY3).csv,TMY3,725030,New York Laguardia Arpt,NY,USA,40.783,-73.883,-5,3
781,USA IL Univ Of Illinois Wi [bondville - Surfrad] (TMY3).csv,TMY3,725315,Univ Of Illinois Wi [bondville - Surfrad],IL,USA,40.06,-88.37,-6,213
782,USA AR Little Rock Adams Field (TMY3).csv,TMY3,723403,Little Rock Adams Field,AR,USA,34.75,-92.233,-6,78
783,USA AZ Page Muni (amos) (TMY3).csv,TMY3,723710,Page Muni (amos),AZ,USA,36.933,-111.45,-7,1304
784,USA IA Boone Muni (TMY3).csv,TMY3,725486,Boone Muni,IA,USA,42.05,-93.85,-6,354
785,USA OH Akron Akron-canton Reg Ap (TMY3).csv,TMY3,725210,Akron Akron-canton Reg Ap,OH,USA,40.917,-81.433,-5,368
786,USA TX Del Rio [ut] (TMY3).csv,TMY3,722610,Del Rio [ut],TX,USA,29.38,-100.91,-6,308
787,USA NM Farmington Four Corners Regl (TMY3).csv,TMY3,723658,Farmington Four Corners Regl,NM,USA,36.75,-108.233,-7,1675
788,USA MI Lansing Capital City Arpt (TMY3).csv,TMY3,725390,Lansing Capital City Arpt,MI,USA,42.783,-84.583,-5,256
789,USA MN Morris Muni (awos) (TMY3).csv,TMY3,726565,Morris Muni (awos),MN,USA,45.567,-95.967,-6,344
790,USA ME Portland Intl Jetport (TMY3).csv,TMY3,726060,Portland Intl Jetport,ME,USA,43.65,-70.3,-5,14
791,USA NY Jamestown (awos) (TMY3).csv,TMY3,725235,Jamestown (awos),NY,USA,42.15,-79.267,-5,525
792,USA NC New Bern Craven Co Regl Ap (TMY3).csv,TMY3,723095,New Bern Craven Co Regl Ap,NC,USA,35.067,-77.05,-5,5
793,USA TX Randolph Afb (TMY3).csv,TMY3,722536,Randolph Afb,TX,USA,29.533,-98.283,-6,232
794,USA TN Memphis International Ap (TMY3).csv,TMY3,723340,Memphis International Ap,TN,USA,35.067,-89.983,-6,81
795,USA FL Fort Myers Page Field (TMY3).csv,TMY3,722106,Fort Myers Page Field,FL,USA,26.583,-81.867,-5,5
796,USA IL Cahokia St. Louis (TMY3).csv,TMY3,725314,Cahokia St. Louis,IL,USA,38.567,-90.15,-6,126
797,USA CA Burbank-glendale-passadena Ap (TMY3).csv,TMY3,722880,Burbank-glendale-passadena Ap,CA,USA,34.2,-118.35,-8,226
798,USA NV Nellis Afb (TMY3).csv,TMY3,723865,Nellis Afb,NV,USA,36.25,-115.033,-8,573
799,USA KS Salina Municipal Ap (TMY3).csv,TMY3,724586,Salina Municipal Ap,KS,USA,38.817,-97.667,-6,385
800,USA CA Travis Field Afb (TMY3).csv,TMY3,745160,Travis Field Afb,CA,USA,38.267,-121.933,-8,18
801,USA RI Block Island State Arpt (TMY3).csv,TMY3,725058,Block Island State Arpt,RI,USA,41.167,-71.583,-5,34
802,USA ID Soda Springs Tigert (TMY3).csv,TMY3,725868,Soda Springs Tigert,ID,USA,42.65,-111.583,-7,1780
803,USA VA Virginia Tech Arpt (TMY3).csv,TMY3,724113,Virginia Tech Arpt,VA,USA,37.217,-80.417,-5,650
804,USA AR Walnut Ridge (awos) (TMY3).csv,TMY3,723406,Walnut Ridge (awos),AR,USA,36.133,-90.917,-6,83
805,USA WA Kelso Wb Ap (TMY3).csv,TMY3,727924,Kelso Wb Ap,WA,USA,46.133,-122.9,-8,5
806,USA IA Carroll (TMY3).csv,TMY3,725468,Carroll,IA,USA,42.05,-94.783,-6,375
807,USA NY New York J F Kennedy Int'l Ar (TMY3).csv,TMY3,744860,New York J F Kennedy Int'l Ar,NY,USA,40.65,-73.8,-5,5
808,USA NC Elizabeth City Coast Guard Ai [nrel] (TMY3).csv,TMY3,746943,Elizabeth City Coast Guard Ai [nrel],NC,USA,36.3,-76.25,-5,4
809,USA IA Spencer (TMY3).csv,TMY3,726500,Spencer,IA,USA,43.167,-95.15,-6,408
810,USA AL Mobile Downtown Ap (TMY3).csv,TMY3,722235,Mobile Downtown Ap,AL,USA,30.633,-88.067,-6,8
811,USA CO Trinidad Las Animas County Ap (TMY3).csv,TMY3,724645,Trinidad Las Animas County Ap,CO,USA,37.267,-104.333,-7,1751
812,USA MN Rochester International Arpt (TMY3).csv,TMY3,726440,Rochester International Arpt,MN,USA,43.9,-92.5,-6,398
813,USA IA Denison (TMY3).csv,TMY3,725477,Denison,IA,USA,41.983,-95.383,-6,388
814,USA IN Fort Wayne Intl Ap (TMY3).csv,TMY3,725330,Fort Wayne Intl Ap,IN,USA,41.0,-85.2,-5,241
815,USA MI Hancock Houghton Co Ap (TMY3).csv,TMY3,727440,Hancock Houghton Co Ap,MI,USA,47.167,-88.5,-5,327
816,USA LA New Orleans Lakefront Ap (TMY3).csv,TMY3,722315,New Orleans Lakefront Ap,LA,USA,30.05,-90.033,-6,3
817,USA FL Key West Nas (TMY3).csv,TMY3,722015,Key West Nas,FL,USA,24.583,-81.683,-5,7
818,USA CA San Diego Lindbergh Field (TMY3).csv,TMY3,722900,San Diego Lindbergh Field,CA,USA,32.733,-117.167,-8,4
819,USA NC Rocky Mount Wilson (TMY3).csv,TMY3,723068,Rocky Mount Wilson,NC,USA,35.85,-77.9,-5,50
820,USA SD Brookings (awos) (TMY3).csv,TMY3,726515,Brookings (awos),SD,USA,44.3,-96.817,-6,502
821,USA NM Tucumcari Faa Ap (TMY3).csv,TMY3,723676,Tucumcari Faa Ap,NM,USA,35.183,-103.6,-7,1235
822,USA CA San Luis Co Rgnl (TMY3).csv,TMY3,722897,San Luis Co Rgnl,CA,USA,35.233,-120.633,-8,66
823,USA HI Kaneohe Bay Mcas (TMY3).csv,TMY3,911760,Kaneohe Bay Mcas,HI,USA,21.45,-157.783,-10,3
824,USA IA Sioux City Sioux Gateway Ap (TMY3).csv,TMY3,725570,Sioux City Sioux Gateway Ap,IA,USA,42.383,-96.383,-6,333
825,USA HI Lanai (TMY3).csv,TMY3,911905,Lanai,HI,USA,20.783,-156.95,-10,409
826,USA LA Baton Rouge Ryan Arpt (TMY3).csv,TMY3,722317,Baton Rouge Ryan Arpt,LA,USA,30.533,-91.15,-6,20
827,USA AL Tuscaloosa Municipal Ap (TMY3).csv,TMY3,722286,Tuscaloosa Municipal Ap,AL,USA,33.217,-87.617,-6,51
828,USA NE Fremont Muni Arpt (TMY3).csv,TMY3,725564,Fremont Muni Arpt,NE,USA,41.45,-96.517,-6,379
